PROMO_ID,MCC_GROUP,MERCHANT_CATEGORY,GENDER,RELIGION,PROMO_LOCATION,START_DATE,END_DATE,SEGMENTATION,TOTAL_ASSETS,ACCOUNT_AGE,TRANSACTION_TIME
PROMO_0154,ERAFONE,E-Commerce,Laki-laki,Hindu,Yogyakarta,03/01/24,20/08/24,Wealthy Achievers,Group 4,Group 4,WEEKEND - WEEKEND
PROMO_0155,GUARDIAN,E-Commerce,Laki-laki,Kristen,Padang,31/03/24,07/10/24,Minimal,Group 4,Group 1,WEEKDAY - RESTING TIME
PROMO_0156,ERAFONE,Makanan dan Minuman,Laki-laki,Islam,Manado,25/02/24,30/06/24,Young Gen & Early Jobber,Group 1,Group 4,WEEKDAY - WORKING TIME
PROMO_0157,IKEA,Makanan dan Minuman,Laki-laki,Buddha,Balikpapan,26/01/24,01/05/24,Minimal,Group 2,Group 5,WEEKDAY - RESTING TIME
PROMO_0158,DAYTRANS,Kesehatan dan Kecantikan,Perempuan,Konghucu,Malang,09/01/24,18/06/24,Wealthy Achievers,Group 1,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0159,IBOX,Travel dan Transportasi,Laki-laki,Kristen,Palembang,04/01/24,18/07/24,Working Professionals,Group 2,Group 1,WEEKDAY - WORKING TIME
PROMO_0160,SHOPEE,Telco,Perempuan,Katolik,Makassar,02/02/24,30/09/24,Wealthy Achievers,Group 1,Group 1,WEEKDAY - WORKING TIME
PROMO_0161,ERAFONE,E-Commerce,Laki-laki,Kristen,Palembang,26/03/24,26/09/24,Mature High Networth,Group 2,Group 4,WEEKDAY - WORKING TIME
PROMO_0162,FORE,Gaya Hidup,Laki-laki,Buddha,Manado,13/03/24,26/10/24,Young Gen & Early Jobber,Group 4,Group 2,WEEKEND - WEEKEND
PROMO_0163,ERAFONE,Gaya Hidup,Perempuan,Buddha,Manado,01/02/24,07/07/24,Silver Ager,Group 2,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0164,ERAFONE,Gaya Hidup,Laki-laki,Konghucu,Medan,14/01/24,10/09/24,Mature High Networth,Group 4,Group 3,WEEKDAY - WORKING TIME
PROMO_0165,IBOX,E-Commerce,Laki-laki,Agama Lainnya,Manado,08/01/24,14/05/24,All Segment,Group 1,Group 1,WEEKDAY - RESTING TIME
PROMO_0166,ERAFONE,Gadget dan Elektronik,Laki-laki,Hindu,Jakarta,20/01/24,29/10/24,Wealthy Achievers,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_0167,IBOX,Others/Miscellaneous (Promo lainnya),Perempuan,Buddha,Makassar,16/03/24,12/07/24,Young Gen & Early Jobber,Group 5,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0168,INDOMARET,Gadget dan Elektronik,Laki-laki,Konghucu,Balikpapan,15/03/24,09/10/24,Working Professionals,Group 2,Group 5,WEEKEND - WEEKEND
PROMO_0169,SOLARIA,Makanan dan Minuman,Laki-laki,Hindu,Manado,08/03/24,05/10/24,Working Professionals,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_0170,GUARDIAN,E-Commerce,Laki-laki,Islam,Medan,29/03/24,09/07/24,Mature High Networth,Group 5,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0171,SOLARIA,Gaya Hidup,Perempuan,Buddha,Denpasar,28/03/24,24/10/24,Emerging Wealth,Group 4,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0172,DAYTRANS,Kesehatan dan Kecantikan,Laki-laki,Kristen,Jakarta,11/03/24,09/07/24,Silver Ager,Group 4,Group 4,WEEKDAY - WORKING TIME
PROMO_0173,GUARDIAN,Makanan dan Minuman,Perempuan,Hindu,Padang,14/01/24,07/10/24,Wealthy Achievers,Group 3,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0174,INDOMARET,Travel dan Transportasi,Laki-laki,Buddha,Yogyakarta,07/03/24,30/07/24,Working Professionals,Group 3,Group 4,WEEKDAY - WORKING TIME
PROMO_0175,ALFAMART,Kesehatan dan Kecantikan,Perempuan,Islam,Malang,26/01/24,24/09/24,Mature High Networth,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_0176,ERAFONE,Kesehatan dan Kecantikan,Perempuan,Kristen,Palembang,02/02/24,27/07/24,All Segment,Group 2,Group 5,WEEKDAY - WORKING TIME
PROMO_0177,SHOPEE,Kesehatan dan Kecantikan,Laki-laki,Katolik,Semarang,01/01/24,18/09/24,All Segment,Group 3,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0178,ERAFONE,Others/Miscellaneous (Promo lainnya),Laki-laki,Hindu,Denpasar,03/03/24,12/09/24,Silver Ager,Group 5,Group 2,WEEKDAY - WORKING TIME
PROMO_0179,GUARDIAN,Gadget dan Elektronik,Laki-laki,Buddha,Balikpapan,11/02/24,05/09/24,All Segment,Group 1,Group 1,WEEKDAY - RESTING TIME
PROMO_0180,IBOX,Gadget dan Elektronik,Perempuan,Buddha,Denpasar,28/02/24,20/10/24,All Segment,Group 5,Group 5,WEEKDAY - RESTING TIME
PROMO_0181,SOCIOLLA,Telco,Laki-laki,Katolik,Yogyakarta,05/01/24,30/09/24,All Segment,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_0182,SOLARIA,Gadget dan Elektronik,Perempuan,Katolik,Medan,27/01/24,18/10/24,Young Gen & Early Jobber,Group 4,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0183,IBOX,Gaya Hidup,Laki-laki,Buddha,Medan,10/01/24,04/07/24,All Segment,Group 5,Group 3,WEEKDAY - RESTING TIME
PROMO_0184,IBOX,E-Commerce,Laki-laki,Buddha,Balikpapan,29/03/24,23/08/24,Young Gen & Early Jobber,Group 3,Group 5,WEEKEND - WEEKEND
PROMO_0185,GUARDIAN,Telco,Laki-laki,Hindu,Palembang,02/01/24,15/07/24,Minimal,Group 4,Group 5,WEEKDAY - RESTING TIME
PROMO_0186,SOLARIA,Gaya Hidup,Laki-laki,Islam,Makassar,15/03/24,07/07/24,Working Professionals,Group 5,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0187,DAYTRANS,Travel dan Transportasi,Perempuan,Katolik,Papua,02/03/24,27/08/24,Working Professionals,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0188,ALFAMART,Telco,Perempuan,Konghucu,Semarang,25/01/24,26/10/24,Emerging Wealth,Group 2,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0189,GUARDIAN,Gadget dan Elektronik,Perempuan,Konghucu,Semarang,01/03/24,02/09/24,Minimal,Group 4,Group 3,WEEKEND - WEEKEND
PROMO_0190,DAYTRANS,Gaya Hidup,Laki-laki,Katolik,Denpasar,25/03/24,10/07/24,Mature High Networth,Group 4,Group 3,WEEKDAY - RESTING TIME
PROMO_0191,IBOX,Telco,Perempuan,Agama Lainnya,Malang,12/02/24,06/09/24,Emerging Wealth,Group 1,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0192,SOCIOLLA,Travel dan Transportasi,Perempuan,Buddha,Malang,20/03/24,23/05/24,Silver Ager,Group 1,Group 2,WEEKEND - WEEKEND
PROMO_0193,TUKU,E-Commerce,Perempuan,Katolik,Padang,16/01/24,03/08/24,Minimal,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_0194,GUARDIAN,Gadget dan Elektronik,Perempuan,Hindu,Padang,15/03/24,31/10/24,Wealthy Achievers,Group 1,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0195,SOCIOLLA,Telco,Perempuan,Islam,Nasional,23/01/24,01/07/24,Young Gen & Early Jobber,Group 4,Group 3,WEEKDAY - WORKING TIME
PROMO_0196,SHOPEE,Kesehatan dan Kecantikan,Laki-laki,Buddha,Balikpapan,11/02/24,18/10/24,Wealthy Achievers,Group 4,Group 2,WEEKDAY - WORKING TIME
PROMO_0197,IKEA,Gaya Hidup,Laki-laki,Buddha,Bandung,27/03/24,28/05/24,All Segment,Group 5,Group 5,WEEKEND - WEEKEND
PROMO_0198,ALFAMART,E-Commerce,Laki-laki,Agama Lainnya,Padang,25/02/24,04/08/24,Working Professionals,Group 2,Group 2,WEEKEND - WEEKEND
PROMO_0199,ERAFONE,Travel dan Transportasi,Laki-laki,Konghucu,Palembang,22/01/24,16/08/24,All Segment,Group 4,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0200,GUARDIAN,Makanan dan Minuman,Perempuan,Konghucu,Balikpapan,14/02/24,19/09/24,Emerging Wealth,Group 2,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0201,ALFAMART,Makanan dan Minuman,Laki-laki,Agama Lainnya,Medan,17/03/24,18/08/24,All Segment,Group 3,Group 2,WEEKDAY - RESTING TIME
PROMO_0202,ALFAMART,Makanan dan Minuman,Laki-laki,Buddha,Makassar,12/01/24,02/05/24,Minimal,Group 2,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0203,SHOPEE,Kesehatan dan Kecantikan,Laki-laki,Kristen,Yogyakarta,02/03/24,22/08/24,Emerging Wealth,Group 4,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0204,SOCIOLLA,Others/Miscellaneous (Promo lainnya),Perempuan,Agama Lainnya,Palembang,14/02/24,29/09/24,Young Gen & Early Jobber,Group 4,Group 4,WEEKEND - WEEKEND
PROMO_0205,IKEA,Telco,Perempuan,Katolik,Semarang,25/02/24,08/10/24,Wealthy Achievers,Group 2,Group 5,WEEKDAY - RESTING TIME
PROMO_0206,GUARDIAN,Others/Miscellaneous (Promo lainnya),Perempuan,Buddha,Malang,04/01/24,12/10/24,Wealthy Achievers,Group 4,Group 1,WEEKDAY - RESTING TIME
PROMO_0207,ERAFONE,Others/Miscellaneous (Promo lainnya),Perempuan,Hindu,Papua,23/01/24,23/06/24,Emerging Wealth,Group 4,Group 3,WEEKDAY - WORKING TIME
PROMO_0208,SOLARIA,Kesehatan dan Kecantikan,Perempuan,Katolik,Yogyakarta,08/03/24,09/06/24,All Segment,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_0209,SOLARIA,Telco,Perempuan,Kristen,Palembang,06/03/24,03/06/24,Working Professionals,Group 4,Group 1,WEEKDAY - RESTING TIME
PROMO_0210,SOCIOLLA,Travel dan Transportasi,Laki-laki,Buddha,Semarang,15/02/24,12/05/24,Emerging Wealth,Group 5,Group 2,WEEKDAY - WORKING TIME
PROMO_0211,SHOPEE,E-Commerce,Laki-laki,Buddha,Semarang,15/03/24,29/05/24,Emerging Wealth,Group 1,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0212,GUARDIAN,Telco,Laki-laki,Buddha,Yogyakarta,26/02/24,19/06/24,Emerging Wealth,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0213,SHOPEE,E-Commerce,Perempuan,Buddha,Manado,15/02/24,29/08/24,Emerging Wealth,Group 4,Group 5,WEEKDAY - RESTING TIME
PROMO_0214,SOLARIA,Gadget dan Elektronik,Perempuan,Katolik,Medan,12/03/24,01/08/24,All Segment,Group 5,Group 4,WEEKDAY - RESTING TIME
PROMO_0215,TUKU,Gaya Hidup,Laki-laki,Hindu,Semarang,15/01/24,06/10/24,Silver Ager,Group 3,Group 4,WEEKEND - WEEKEND
PROMO_0216,SOCIOLLA,Gadget dan Elektronik,Perempuan,Kristen,Palembang,27/01/24,11/07/24,Mature High Networth,Group 1,Group 4,WEEKDAY - WORKING TIME
PROMO_0217,ALFAMART,E-Commerce,Laki-laki,Islam,Makassar,11/02/24,01/10/24,Minimal,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0218,ALFAMART,Gaya Hidup,Perempuan,Kristen,Nasional,22/02/24,11/06/24,Minimal,Group 1,Group 5,WEEKDAY - RESTING TIME
PROMO_0219,SOCIOLLA,Makanan dan Minuman,Laki-laki,Konghucu,Medan,18/03/24,26/05/24,Emerging Wealth,Group 4,Group 3,WEEKEND - WEEKEND
PROMO_0220,ALFAMART,Kesehatan dan Kecantikan,Laki-laki,Buddha,Bandung,08/03/24,14/10/24,Mature High Networth,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_0221,SOCIOLLA,Travel dan Transportasi,Laki-laki,Hindu,Makassar,15/01/24,11/07/24,Minimal,Group 2,Group 4,WEEKEND - WEEKEND
PROMO_0222,TUKU,Kesehatan dan Kecantikan,Laki-laki,Islam,Makassar,23/01/24,17/10/24,Working Professionals,Group 4,Group 5,WEEKEND - WEEKEND
PROMO_0223,FORE,Gadget dan Elektronik,Perempuan,Islam,Nasional,23/03/24,09/07/24,Silver Ager,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0224,SHOPEE,Kesehatan dan Kecantikan,Laki-laki,Kristen,Manado,26/01/24,29/07/24,Mature High Networth,Group 1,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0225,IBOX,Gadget dan Elektronik,Laki-laki,Islam,Surabaya,01/03/24,13/05/24,Working Professionals,Group 4,Group 1,WEEKEND - WEEKEND
PROMO_0226,SOLARIA,Makanan dan Minuman,Perempuan,Agama Lainnya,Palembang,21/03/24,11/08/24,All Segment,Group 4,Group 5,WEEKDAY - WORKING TIME
PROMO_0227,SOCIOLLA,E-Commerce,Laki-laki,Konghucu,Denpasar,05/02/24,12/09/24,Silver Ager,Group 5,Group 5,WEEKDAY - WORKING TIME
PROMO_0228,SOLARIA,E-Commerce,Laki-laki,Katolik,Palembang,07/02/24,09/06/24,All Segment,Group 5,Group 4,WEEKDAY - RESTING TIME
PROMO_0229,FORE,Gadget dan Elektronik,Laki-laki,Kristen,Papua,19/01/24,29/05/24,Mature High Networth,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_0230,IBOX,Makanan dan Minuman,Laki-laki,Agama Lainnya,Semarang,22/02/24,17/05/24,Mature High Networth,Group 5,Group 3,WEEKDAY - WORKING TIME
PROMO_0231,IKEA,Telco,Perempuan,Buddha,Malang,25/03/24,28/05/24,Working Professionals,Group 1,Group 5,WEEKDAY - WORKING TIME
PROMO_0232,SHOPEE,Makanan dan Minuman,Perempuan,Agama Lainnya,Jakarta,19/03/24,27/09/24,All Segment,Group 1,Group 4,WEEKDAY - RESTING TIME
PROMO_0233,FORE,Others/Miscellaneous (Promo lainnya),Perempuan,Buddha,Makassar,15/02/24,20/09/24,Minimal,Group 4,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0234,IKEA,Travel dan Transportasi,Laki-laki,Konghucu,Denpasar,16/03/24,14/06/24,Mature High Networth,Group 3,Group 1,WEEKEND - WEEKEND
PROMO_0235,SOCIOLLA,Telco,Perempuan,Agama Lainnya,Semarang,28/01/24,15/09/24,Emerging Wealth,Group 4,Group 3,WEEKDAY - WORKING TIME
PROMO_0236,SOLARIA,Gadget dan Elektronik,Laki-laki,Katolik,Papua,30/01/24,08/08/24,Emerging Wealth,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_0237,IKEA,Telco,Perempuan,Islam,Papua,07/02/24,15/05/24,Minimal,Group 1,Group 5,WEEKDAY - WORKING TIME
PROMO_0238,IKEA,Travel dan Transportasi,Laki-laki,Agama Lainnya,Palembang,31/03/24,13/06/24,Wealthy Achievers,Group 4,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0239,SOLARIA,E-Commerce,Laki-laki,Kristen,Palembang,31/03/24,06/10/24,Young Gen & Early Jobber,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_0240,SOLARIA,Gaya Hidup,Laki-laki,Katolik,Medan,11/03/24,29/05/24,Young Gen & Early Jobber,Group 1,Group 2,WEEKDAY - WORKING TIME
PROMO_0241,SOCIOLLA,Gadget dan Elektronik,Laki-laki,Agama Lainnya,Palembang,24/01/24,22/05/24,Minimal,Group 5,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0242,SOCIOLLA,Others/Miscellaneous (Promo lainnya),Laki-laki,Buddha,Balikpapan,24/01/24,24/06/24,Wealthy Achievers,Group 3,Group 1,WEEKEND - WEEKEND
PROMO_0243,TUKU,Kesehatan dan Kecantikan,Perempuan,Kristen,Palembang,20/03/24,18/07/24,Minimal,Group 2,Group 5,WEEKDAY - RESTING TIME
PROMO_0244,IKEA,Telco,Perempuan,Buddha,Yogyakarta,12/03/24,20/06/24,Young Gen & Early Jobber,Group 1,Group 1,WEEKDAY - RESTING TIME
PROMO_0245,TUKU,Makanan dan Minuman,Perempuan,Katolik,Yogyakarta,10/02/24,27/08/24,Young Gen & Early Jobber,Group 4,Group 2,WEEKEND - WEEKEND
PROMO_0246,INDOMARET,Gaya Hidup,Perempuan,Hindu,Surabaya,06/03/24,04/10/24,Working Professionals,Group 4,Group 4,WEEKDAY - WORKING TIME
PROMO_0247,SHOPEE,Travel dan Transportasi,Perempuan,Agama Lainnya,Manado,11/01/24,03/08/24,Working Professionals,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_0248,TUKU,Makanan dan Minuman,Laki-laki,Kristen,Manado,28/02/24,10/09/24,Mature High Networth,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_0249,INDOMARET,Gaya Hidup,Perempuan,Katolik,Padang,26/02/24,27/07/24,Mature High Networth,Group 1,Group 4,WEEKEND - WEEKEND
PROMO_0250,FORE,Makanan dan Minuman,Laki-laki,Agama Lainnya,Padang,08/02/24,29/06/24,All Segment,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_0251,SHOPEE,Others/Miscellaneous (Promo lainnya),Laki-laki,Islam,Denpasar,07/01/24,12/10/24,Mature High Networth,Group 5,Group 4,WEEKDAY - WORKING TIME
PROMO_0252,SOLARIA,Gadget dan Elektronik,Perempuan,Konghucu,Balikpapan,16/02/24,27/07/24,Minimal,Group 5,Group 4,WEEKDAY - RESTING TIME
PROMO_0253,ERAFONE,Gaya Hidup,Perempuan,Agama Lainnya,Manado,28/03/24,31/08/24,Minimal,Group 5,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0254,TUKU,Makanan dan Minuman,Perempuan,Hindu,Makassar,04/01/24,25/08/24,All Segment,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_0255,FORE,Makanan dan Minuman,Perempuan,Kristen,Balikpapan,01/02/24,20/10/24,Wealthy Achievers,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_0256,INDOMARET,Telco,Perempuan,Islam,Nasional,10/01/24,13/09/24,Silver Ager,Group 1,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0257,IBOX,Travel dan Transportasi,Laki-laki,Buddha,Balikpapan,09/03/24,22/07/24,Silver Ager,Group 4,Group 3,WEEKDAY - RESTING TIME
PROMO_0258,FORE,Others/Miscellaneous (Promo lainnya),Perempuan,Kristen,Manado,08/03/24,02/09/24,Emerging Wealth,Group 5,Group 1,WEEKDAY - RESTING TIME
PROMO_0259,DAYTRANS,E-Commerce,Perempuan,Buddha,Yogyakarta,05/01/24,14/06/24,Wealthy Achievers,Group 2,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0260,DAYTRANS,Others/Miscellaneous (Promo lainnya),Laki-laki,Agama Lainnya,Padang,10/03/24,22/08/24,Silver Ager,Group 1,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0261,FORE,Gaya Hidup,Laki-laki,Buddha,Manado,04/02/24,25/05/24,Mature High Networth,Group 3,Group 4,WEEKDAY - WORKING TIME
PROMO_0262,DAYTRANS,Gadget dan Elektronik,Perempuan,Katolik,Bandung,18/01/24,10/08/24,Wealthy Achievers,Group 5,Group 1,WEEKDAY - RESTING TIME
PROMO_0263,SOLARIA,Others/Miscellaneous (Promo lainnya),Laki-laki,Hindu,Nasional,07/02/24,17/06/24,Minimal,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_0264,ALFAMART,Telco,Laki-laki,Buddha,Semarang,28/02/24,11/10/24,Silver Ager,Group 1,Group 5,WEEKDAY - RESTING TIME
PROMO_0265,DAYTRANS,Others/Miscellaneous (Promo lainnya),Perempuan,Hindu,Surabaya,02/01/24,08/05/24,Working Professionals,Group 3,Group 4,WEEKDAY - RESTING TIME
PROMO_0266,ALFAMART,Makanan dan Minuman,Perempuan,Islam,Manado,27/03/24,02/09/24,Silver Ager,Group 5,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0267,SOCIOLLA,Makanan dan Minuman,Laki-laki,Hindu,Surabaya,14/03/24,19/10/24,Mature High Networth,Group 4,Group 1,WEEKEND - WEEKEND
PROMO_0268,ALFAMART,Kesehatan dan Kecantikan,Laki-laki,Katolik,Malang,17/02/24,24/06/24,Young Gen & Early Jobber,Group 5,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0269,DAYTRANS,Gaya Hidup,Laki-laki,Kristen,Bandung,12/03/24,31/10/24,All Segment,Group 3,Group 1,WEEKDAY - RESTING TIME
PROMO_0270,SOCIOLLA,Kesehatan dan Kecantikan,Perempuan,Buddha,Padang,28/02/24,13/05/24,Working Professionals,Group 3,Group 4,WEEKDAY - WORKING TIME
PROMO_0271,SOLARIA,Makanan dan Minuman,Laki-laki,Konghucu,Makassar,28/03/24,02/09/24,All Segment,Group 1,Group 1,WEEKDAY - RESTING TIME
PROMO_0272,SHOPEE,Makanan dan Minuman,Laki-laki,Kristen,Yogyakarta,20/02/24,20/05/24,Minimal,Group 4,Group 5,WEEKDAY - RESTING TIME
PROMO_0273,INDOMARET,Travel dan Transportasi,Laki-laki,Konghucu,Denpasar,20/03/24,03/07/24,Working Professionals,Group 2,Group 2,WEEKDAY - RESTING TIME
PROMO_0274,IBOX,Gaya Hidup,Laki-laki,Buddha,Yogyakarta,04/01/24,23/07/24,All Segment,Group 3,Group 2,WEEKDAY - RESTING TIME
PROMO_0275,TUKU,Makanan dan Minuman,Laki-laki,Konghucu,Jakarta,02/02/24,04/10/24,All Segment,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_0276,IBOX,Others/Miscellaneous (Promo lainnya),Perempuan,Agama Lainnya,Nasional,20/01/24,17/08/24,Young Gen & Early Jobber,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0277,ALFAMART,E-Commerce,Laki-laki,Islam,Balikpapan,13/01/24,12/07/24,Minimal,Group 4,Group 3,WEEKDAY - RESTING TIME
PROMO_0278,TUKU,Kesehatan dan Kecantikan,Laki-laki,Buddha,Makassar,16/03/24,17/06/24,Silver Ager,Group 2,Group 1,WEEKDAY - RESTING TIME
PROMO_0279,ALFAMART,E-Commerce,Perempuan,Hindu,Makassar,24/03/24,10/10/24,Emerging Wealth,Group 1,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0280,TUKU,Travel dan Transportasi,Perempuan,Buddha,Denpasar,14/03/24,06/06/24,Silver Ager,Group 3,Group 3,WEEKDAY - WORKING TIME
PROMO_0281,FORE,Gaya Hidup,Laki-laki,Konghucu,Semarang,14/02/24,08/09/24,Minimal,Group 3,Group 5,WEEKEND - WEEKEND
PROMO_0282,SOLARIA,Gadget dan Elektronik,Perempuan,Kristen,Medan,06/02/24,05/05/24,Silver Ager,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_0283,FORE,Gadget dan Elektronik,Perempuan,Katolik,Bandung,05/03/24,19/05/24,Working Professionals,Group 4,Group 3,WEEKEND - WEEKEND
PROMO_0284,SOLARIA,Makanan dan Minuman,Laki-laki,Islam,Jakarta,23/03/24,02/08/24,Silver Ager,Group 3,Group 2,WEEKEND - WEEKEND
PROMO_0285,SHOPEE,Telco,Perempuan,Hindu,Surabaya,20/01/24,20/05/24,Mature High Networth,Group 4,Group 5,WEEKDAY - WORKING TIME
PROMO_0286,SOCIOLLA,Travel dan Transportasi,Perempuan,Islam,Surabaya,17/03/24,22/10/24,Emerging Wealth,Group 2,Group 2,WEEKDAY - WORKING TIME
PROMO_0287,GUARDIAN,E-Commerce,Perempuan,Hindu,Padang,07/01/24,18/09/24,Working Professionals,Group 5,Group 4,WEEKDAY - WORKING TIME
PROMO_0288,ALFAMART,Telco,Laki-laki,Agama Lainnya,Yogyakarta,17/01/24,04/10/24,Working Professionals,Group 3,Group 2,WEEKDAY - RESTING TIME
PROMO_0289,DAYTRANS,Makanan dan Minuman,Laki-laki,Konghucu,Jakarta,25/03/24,01/09/24,Silver Ager,Group 3,Group 2,WEEKDAY - WORKING TIME
PROMO_0290,INDOMARET,Telco,Laki-laki,Katolik,Makassar,06/02/24,25/07/24,Working Professionals,Group 2,Group 2,WEEKDAY - WORKING TIME
PROMO_0291,FORE,Telco,Laki-laki,Hindu,Bandung,04/01/24,19/08/24,All Segment,Group 1,Group 1,WEEKDAY - RESTING TIME
PROMO_0292,GUARDIAN,Gaya Hidup,Laki-laki,Katolik,Surabaya,03/03/24,07/06/24,Working Professionals,Group 1,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0293,IBOX,E-Commerce,Laki-laki,Konghucu,Bandung,20/03/24,28/06/24,Wealthy Achievers,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_0294,SOLARIA,E-Commerce,Perempuan,Konghucu,Papua,14/01/24,23/07/24,Silver Ager,Group 1,Group 3,WEEKEND - WEEKEND
PROMO_0295,SOLARIA,Gadget dan Elektronik,Laki-laki,Islam,Denpasar,21/02/24,17/08/24,All Segment,Group 5,Group 2,WEEKDAY - RESTING TIME
PROMO_0296,FORE,Telco,Laki-laki,Konghucu,Nasional,20/03/24,15/07/24,Mature High Networth,Group 1,Group 2,WEEKDAY - WORKING TIME
PROMO_0297,GUARDIAN,Travel dan Transportasi,Perempuan,Konghucu,Malang,22/02/24,19/09/24,Minimal,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_0298,FORE,Telco,Laki-laki,Konghucu,Nasional,18/02/24,10/05/24,Minimal,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_0299,SOLARIA,Kesehatan dan Kecantikan,Laki-laki,Buddha,Bandung,23/03/24,04/10/24,All Segment,Group 4,Group 5,WEEKEND - WEEKEND
PROMO_0300,SOLARIA,Travel dan Transportasi,Perempuan,Hindu,Balikpapan,22/03/24,22/10/24,Silver Ager,Group 1,Group 1,WEEKDAY - RESTING TIME
PROMO_0301,FORE,Others/Miscellaneous (Promo lainnya),Laki-laki,Islam,Yogyakarta,26/01/24,06/07/24,Working Professionals,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_0302,ERAFONE,Kesehatan dan Kecantikan,Laki-laki,Kristen,Makassar,28/03/24,29/08/24,Young Gen & Early Jobber,Group 2,Group 5,WEEKEND - WEEKEND
PROMO_0303,SOLARIA,Others/Miscellaneous (Promo lainnya),Perempuan,Agama Lainnya,Surabaya,06/03/24,29/05/24,Young Gen & Early Jobber,Group 4,Group 2,WEEKEND - WEEKEND
PROMO_0304,GUARDIAN,Others/Miscellaneous (Promo lainnya),Perempuan,Konghucu,Medan,03/02/24,01/05/24,Working Professionals,Group 4,Group 1,WEEKDAY - RESTING TIME
PROMO_0305,FORE,Gaya Hidup,Perempuan,Konghucu,Yogyakarta,12/03/24,19/08/24,Emerging Wealth,Group 2,Group 2,WEEKEND - WEEKEND
PROMO_0306,TUKU,Kesehatan dan Kecantikan,Laki-laki,Agama Lainnya,Manado,26/03/24,21/06/24,Mature High Networth,Group 5,Group 2,WEEKEND - WEEKEND
PROMO_0307,SOLARIA,Gadget dan Elektronik,Perempuan,Islam,Papua,01/02/24,29/10/24,Emerging Wealth,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_0308,SHOPEE,E-Commerce,Laki-laki,Hindu,Nasional,19/03/24,01/09/24,Minimal,Group 2,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0309,GUARDIAN,Telco,Perempuan,Hindu,Palembang,17/03/24,25/06/24,Minimal,Group 5,Group 3,WEEKDAY - WORKING TIME
PROMO_0310,IBOX,Gadget dan Elektronik,Perempuan,Katolik,Manado,06/03/24,08/09/24,All Segment,Group 5,Group 1,WEEKDAY - RESTING TIME
